房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,小区名称,所在区域,二级区域,单价(元/平米),总价(万元)
3室2厅1厨2卫,低楼层 (共19层),133㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,两梯三户,有,70年,2019/7/17,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 40万元 东莞银行 客户偿还,未上传房本照片,万基金海湾豪庭C区,清城区,新城,8271,110
2室2厅1厨1卫,中楼层 (共32层),71㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,50年,2019/7/18,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,恒大金碧天下,清新区,清新,4930,35
3室2厅1厨2卫,高楼层 (共27层),138.95㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有,70年,2019/7/18,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 40万元 协商赎证,未上传房本照片,天湖郦都,清城区,樵顺生活圈,10508,146
3室2厅1厨2卫,中楼层 (共23层),138㎡,暂无数据,暂无数据,暂无数据,南 北,框架结构,精装,三梯四户,有,70年,2019/7/19,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,城市花园紫荆苑,清城区,新城,9203,127
2室2厅1厨1卫,中楼层 (共32层),82㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,两梯四户,有,70年,2019/7/19,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,时代倾城,清城区,清城,8537,70
2室2厅1厨1卫,高楼层 (共14层),110㎡,暂无数据,暂无数据,暂无数据,西北,钢混结构,精装,两梯四户,有,70年,2019/7/20,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 30万元,未上传房本照片,美林湖贝沙湾,清城区,石角,8000,88
3室2厅1厨1卫,低楼层 (共32层),113㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,精装,两梯三户,有,70年,2019/7/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 业主自还,未上传房本照片,碧桂园山湖城观澜,清城区,清城,10177,115
2室2厅1厨1卫,高楼层 (共16层),81㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,两梯四户,有,70年,2019/7/21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,清远新世纪城北花园,清新区,清新,7655,62
2室2厅1厨2卫,中楼层 (共16层),111.58㎡,暂无数据,暂无数据,暂无数据,北,未知结构,其他,两梯四户,有,70年,2019/7/21,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,美林湖贝沙湾,清城区,石角,8515,95
3室2厅1厨2卫,低楼层 (共29层),110.23㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,2019/7/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,名德幸福里,清城区,清城,8619,95
3室2厅1厨2卫,中楼层 (共26层),110.24㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,2019/7/21,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,名德幸福里,清城区,清城,8500,93.7
3室2厅1厨2卫,中楼层 (共26层),110.24㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯六户,有,70年,2019/7/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,名德幸福里,清城区,清城,8500,93.7
3室2厅1厨1卫,低楼层 (共34层),81㎡,暂无数据,暂无数据,平房,东南,钢混结构,精装,两梯六户,有,70年,2019/7/22,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,时代倾城西区,清城区,清城,8642,70
3室2厅1厨2卫,中楼层 (共26层),105.42㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,70年,2019/7/22,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,名德幸福里,清城区,清城,8348,88
2室1厅1厨1卫,中楼层 (共18层),76㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,三梯十二户,有,70年,2019/7/23,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,10527,80
3室2厅1厨1卫,中楼层 (共24层),79.8㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,三梯八户,有,70年,2019/7/23,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,北部万科城,清城区,龙塘,7519,60
1室1厅1厨1卫,低楼层 (共27层),47.95㎡,暂无数据,暂无数据,塔楼,南,框架结构,毛坯,三梯十四户,有,70年,2019/7/25,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,万邦中心,清城区,樵顺生活圈,9135,43.8
1室2厅1厨1卫,低楼层 (共31层),58.61㎡,暂无数据,暂无数据,暂无数据,西南,框架结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 16万元 花都农商行 客户偿还,未上传房本照片,嘉美小镇,清城区,龙塘,8702,51
2室2厅1厨1卫,低楼层 (共18层),87.86㎡,暂无数据,暂无数据,板塔结合,西南,钢混结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 20万元 抵押银行 客户偿还,未上传房本照片,天美小岛,清城区,清城,9675,85
3室2厅1厨2卫,中楼层 (共32层),123㎡,暂无数据,暂无数据,板楼,北,钢混结构,毛坯,两梯四户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,城市花园牡丹苑,清城区,新城,7724,95
3室2厅1厨2卫,低楼层 (共9层),130.06㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,两梯两户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,博爱小区,清城区,石角,10380,135
1室2厅1厨1卫,中楼层 (共31层),57.07㎡,暂无数据,暂无数据,暂无数据,西南,框架结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,8236,47
3室2厅1厨2卫,高楼层 (共32层),120㎡,暂无数据,暂无数据,塔楼,西南,钢混结构,毛坯,两梯四户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,8334,100
2室2厅1厨1卫,中楼层 (共32层),80㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,两梯四户,有,70年,2019/7/28,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,8125,65
3室2厅1厨2卫,高楼层 (共13层),102㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2019/7/29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,东城御峰花园,清城区,清城,8530,87
3室2厅1厨2卫,低楼层 (共18层),103.5㎡,暂无数据,暂无数据,暂无数据,西南,未知结构,精装,两梯三户,有,70年,2019/7/29,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 20万元 客户偿还,未上传房本照片,美湖花园,清城区,石角,8020,83
2室2厅1厨1卫,中楼层 (共28层),89.58㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,一梯六户,暂无数据,70年,2019/8/2,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,嘉馨商务名苑,清城区,新城,7815,70
3室2厅1厨2卫,中楼层 (共26层),143.83㎡,暂无数据,暂无数据,暂无数据,南,框架结构,毛坯,三梯六户,有,70年,2019/8/2,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,锦江豪苑,清城区,樵顺生活圈,10012,144
3室2厅1厨1卫,中楼层 (共30层),105㎡,暂无数据,暂无数据,平房,西南,框架结构,精装,两梯六户,有,70年,2019/8/2,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 17万元 客户偿还,未上传房本照片,临湖雅居,清城区,清城,8381,88
1室0厅1厨1卫,中楼层 (共32层),38.34㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,四梯二十三户,有,70年,2019/8/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 20万元 清远农商银行 客户偿还,未上传房本照片,东方天城,清城区,新城,11738,45
2室1厅1厨1卫,低楼层 (共25层),69㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,三梯八户,有,70年,2019/8/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,北部万科城,清城区,龙塘,7247,50
2室2厅1厨1卫,中楼层 (共27层),70.83㎡,暂无数据,暂无数据,塔楼,南,钢混结构,简装,两梯十二户,有,70年,2019/8/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 业主自还,未上传房本照片,北部万科城,清城区,龙塘,8471,60
1室1厅1厨1卫,低楼层 (共25层),50㎡,暂无数据,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,70年,2019/8/16,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,世纪花城,清城区,横荷,8400,42
2室2厅1厨1卫,中楼层 (共23层),69㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,三梯八户,有,70年,2019/8/16,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,北部万科城,清城区,龙塘,7972,55
3室2厅1厨1卫,中楼层 (共28层),79㎡,暂无数据,暂无数据,塔楼,北,钢混结构,简装,三梯八户,有,70年,2019/8/16,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,北部万科城,清城区,龙塘,8228,65
3室1厅1厨1卫,中楼层 (共27层),76.58㎡,暂无数据,暂无数据,平房,南,钢混结构,精装,一梯六户,暂无数据,70年,2019/8/18,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,中恒公园大地,清新区,清新,8097,62
3室2厅1厨1卫,中楼层 (共28层),79㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,三梯八户,有,70年,2019/8/18,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,北部万科城,清城区,龙塘,7216,57
2室1厅1厨1卫,低楼层 (共23层),61㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯八户,有,70年,2019/8/20,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,汇博美居广场二期,清城区,清城,8689,53
3室2厅1厨2卫,中楼层 (共27层),125㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯八户,有,70年,2019/8/20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,天湖郦都,清城区,樵顺生活圈,8640,108
3室2厅1厨1卫,高楼层 (共8层),76㎡,暂无数据,暂无数据,暂无数据,东,未知结构,简装,一梯三户,暂无数据,70年,2019/8/21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,曙光二路,清城区,清城,3948,30
2室1厅1厨1卫,高楼层 (共7层),59.6㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯二十八户,无,70年,2019/8/21,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,雄侨花园,清新区,清城,4195,25
3室2厅1厨2卫,高楼层 (共18层),107㎡,暂无数据,暂无数据,板塔结合,北,钢混结构,毛坯,十六梯四户,有,70年,2019/8/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 23万元 招商银行 客户偿还,未上传房本照片,保利花园,清新区,清新,7758,83
2室1厅1厨1卫,中楼层 (共17层),63.28㎡,暂无数据,暂无数据,塔楼,西,钢混结构,精装,三梯十二户,有,70年,2019/8/21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美林湖水镇K区,清城区,清城,9482,60
1室2厅1厨1卫,高楼层 (共33层),63㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,70年,2019/8/22,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,现代城,清城区,清城,9207,58
2室1厅1厨1卫,中楼层 (共17层),64.43㎡,暂无数据,暂无数据,塔楼,西南,钢混结构,精装,三梯十二户,有,70年,2019/8/22,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,美林湖水镇K区,清城区,清城,8226,53
2室2厅1厨1卫,低楼层 (共20层),69㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,一梯七户,暂无数据,70年,2019/8/23,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,北部万科城,清城区,龙塘,7247,50
3室2厅1厨2卫,低楼层 (共27层),133.69㎡,暂无数据,暂无数据,塔楼,西,钢混结构,毛坯,两梯五户,有,70年,2019/8/24,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天湖郦都,清城区,樵顺生活圈,8528,114
3室1厅1厨1卫,高楼层 (共7层),82.09㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,一梯两户,无,70年,2019/8/26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,名都世家,清城区,清城,5214,42.8
3室2厅1厨2卫,中楼层 (共27层),127㎡,暂无数据,暂无数据,暂无数据,北,钢混结构,毛坯,两梯四户,有,70年,2019/8/29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,锦安花园,清城区,清城,6772,86
4室2厅1厨1卫,高楼层 (共8层),131㎡,暂无数据,暂无数据,暂无数据,西,未知结构,精装,一梯八户,无,70年,2019/8/29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,华光楼,清城区,清城,4794,62.8
2室2厅1厨1卫,中楼层 (共31层),80.94㎡,暂无数据,暂无数据,暂无数据,东北,框架结构,精装,两梯六户,有,70年,2019/8/30,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,嘉美小镇,清城区,龙塘,6425,52
2室1厅1厨1卫,低楼层 (共27层),56㎡,暂无数据,暂无数据,塔楼,东,钢混结构,其他,两梯七户,有,70年,2019/9/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 客户偿还,未上传房本照片,卧龙五洲世纪城,清城区,城西商贸区,8929,50
1室1厅1厨1卫,高楼层 (共29层),48㎡,暂无数据,暂无数据,塔楼,西,钢混结构,简装,两梯二十三户,有,70年,2019/9/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,现代城,清城区,清城,9063,43.5
1室1厅1厨1卫,中楼层 (共29层),46㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯二十三户,有,70年,2019/9/12,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,现代城,清城区,清城,9305,42.8
1室1厅1厨1卫,中楼层 (共30层),72㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,四梯十七户,有,70年,2019/9/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 30万元 证在银行,未上传房本照片,希尔顿欢朋酒店,清新区,清新,10000,72
2室1厅1厨1卫,中楼层 (共18层),63㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,三梯十二户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 客户偿还,未上传房本照片,美林湖水镇K区,清城区,清城,7937,50
1室2厅1厨1卫,中楼层 (共31层),56㎡,暂无数据,暂无数据,暂无数据,北,框架结构,简装,两梯六户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,7500,42
2室1厅1厨1卫,高楼层 (共17层),64㎡,暂无数据,暂无数据,塔楼,东,钢混结构,精装,三梯十二户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 客户偿还,未上传房本照片,美林湖水镇K区,清城区,清城,7813,50
1室2厅1厨1卫,中楼层 (共17层),62㎡,暂无数据,暂无数据,暂无数据,西北,未知结构,精装,三梯十二户,有,70年,2019/9/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 20万元 客户偿还,未上传房本照片,美汇半岛,清城区,清城,7420,46
1室1厅1厨1卫,高楼层 (共17层),48.6㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,两梯七户,有,70年,2019/9/17,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 19万元,未上传房本照片,华府壹号,清新区,清新,7819,38
1室1厅1厨1卫,中楼层 (共18层),60㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,精装,三梯十二户,有,70年,2019/9/17,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美汇半岛,清城区,清城,8334,50
1室1厅1厨1卫,高楼层 (共20层),150㎡,暂无数据,暂无数据,塔楼,南,钢混结构,简装,两梯二十一户,有,70年,2019/9/19,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,恒福上域国际,清城区,新城,9000,135
1室1厅1厨1卫,中楼层 (共18层),67㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯八户,有,70年,2019/9/20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,华府壹号,清新区,清新,7463,50
2室1厅1厨1卫,中楼层 (共9层),46.65㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,一梯两户,暂无数据,70年,2019/9/25,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,聚龙街,清城区,清城,3859,18
3室2厅1厨2卫,低楼层 (共26层),111㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有,70年,2019/10/27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,朝南维港半岛,清城区,新城,10811,120
2室1厅1厨1卫,中楼层 (共11层),61㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯十户,有,70年,2019/11/1,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,凤城郦都,清城区,新城,12050,73.5
3室2厅1厨2卫,低楼层 (共26层),119.78㎡,暂无数据,102.57㎡,塔楼,西南,钢混结构,毛坯,两梯六户,有,70年,2019/11/1,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 40万元 清远农商银行 客户偿还,未上传房本照片,朝南维港半岛,清城区,新城,9852,118
2室2厅1厨1卫,中楼层 (共17层),74.36㎡,暂无数据,暂无数据,板楼,西北,框架结构,精装,两梯六户,有,70年,2019/11/2,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,8069,60
4室2厅1厨3卫,高楼层 (共28层),168㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,简装,两梯四户,有,70年,2019/11/3,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,阳光嘉园,清城区,清城,7917,133
3室2厅1厨1卫,低楼层 (共25层),79.49㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,简装,四梯八户,有,70年,2019/8/2,商品房,2016/12/23,普通住宅,满两年,非共有,有抵押 28万元 农业银行 金融公司垫资,已上传房本照片,北部万科城,清城区,龙塘,8807,70
3室2厅1厨2卫,高楼层 (共33层),142.7㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,两梯四户,有,70年,2019/10/21,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,朝南维港半岛,清城区,新城,11914,170
3室2厅1厨1卫,低楼层 (共27层),97㎡,暂无数据,暂无数据,塔楼,东,钢混结构,毛坯,两梯六户,有,70年,2019/10/21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,7732,75
2室2厅1厨1卫,中楼层 (共18层),80.1㎡,暂无数据,暂无数据,板塔结合,西北,钢混结构,精装,三梯十二户,有,70年,2019/10/23,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,美林湖怡景湾,清城区,清城,8740,70
3室2厅1厨2卫,低楼层 (共18层),142㎡,暂无数据,暂无数据,塔楼,西,钢混结构,精装,两梯六户,有,70年,2019/6/26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天汇半岛维景湾,清城区,清城,8803,125
3室1厅1厨2卫,高楼层 (共18层),126㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,其他,两梯三户,有,70年,2019/7/11,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,碧桂园山湖城禧悦湾,清城区,清城,10000,126
3室2厅1厨2卫,低楼层 (共27层),166㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,两梯四户,有,70年,2019/8/1,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,锦安花园,清城区,清城,8013,133
2室1厅1厨1卫,中楼层 (共28层),69㎡,暂无数据,57.02㎡,塔楼,东南,钢混结构,精装,两梯八户,有,70年,2019/8/9,商品房,2018/7/10,普通住宅,未满两年,非共有,无抵押,已上传房本照片,北部万科城,清城区,龙塘,8116,56
3室2厅1厨2卫,低楼层 (共27层),112㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,精装,一梯四户,暂无数据,70年,2019/8/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,中恒公园大地,清新区,清新,8840,99
4室2厅1厨3卫,低楼层 (共2层),184㎡,,暂无数据,,南,未知结构,毛坯,,,70年,2019/8/13,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,恒大金碧天下锦绣区,清新区,清新,8153,150
4室3厅1厨4卫,低楼层 (共3层),266㎡,,暂无数据,,南 北,未知结构,毛坯,,,70年,2019/8/16,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,恒大金碧天下锦绣区,清新区,清新,6767,180
2室1厅1厨1卫,中楼层 (共31层),70㎡,暂无数据,暂无数据,平房,北,未知结构,精装,两梯六户,有,70年,2019/8/22,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,8000,56
3室2厅1厨1卫,中楼层 (共8层),89.98㎡,暂无数据,暂无数据,平房,北,钢混结构,简装,一梯两户,无,70年,2019/10/4,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,诚信苑A区,清新区,清新,6113,55
3室2厅1厨1卫,高楼层 (共32层),98㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,两梯四户,有,70年,2019/10/7,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,敏捷东城水岸,清城区,清城,7552,74
4室2厅1厨2卫,高楼层 (共43层),211㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,二十梯两户,有,70年,2019/10/8,商品房,暂无数据,普通住宅,暂无数据,暂无数据,有抵押,未上传房本照片,凯景中央首座,清城区,清城,9242,195
3室2厅1厨2卫,高楼层 (共18层),140㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,70年,2019/10/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,天汇半岛维景湾,清城区,清城,8929,125
3室2厅1厨3卫,高楼层 (共30层),142㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有,70年,2019/10/15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 业主自还,未上传房本照片,天湖郦都,清城区,樵顺生活圈,9155,130
1室1厅1厨1卫,中楼层 (共22层),62.09㎡,暂无数据,暂无数据,塔楼,南 北,框架结构,精装,十梯三十三户,有,70年,2019/10/17,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,顺盈国际公寓,清城区,新城,9503,59
3室2厅1厨2卫,高楼层 (共27层),133.69㎡,暂无数据,暂无数据,塔楼,西,钢混结构,毛坯,两梯五户,有,70年,2019/10/17,商品房,暂无数据,普通住宅,暂无数据,暂无数据,有抵押,未上传房本照片,天湖郦都,清城区,樵顺生活圈,7630,102
2室2厅1厨1卫,中楼层 (共7层),78㎡,暂无数据,暂无数据,塔楼,北,钢混结构,简装,一梯四户,无,70年,2019/10/19,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 11万元 首期赎证 客户偿还,未上传房本照片,美林宏景新城,清新区,清城,7052,55
1室0厅1厨1卫,中楼层 (共30层),43㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯十三户,有,70年,2019/3/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,东方天城,清城区,新城,9303,40
2室1厅1厨1卫,低楼层 (共18层),80.08㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,精装,两梯十二户,有,70年,2019/5/7,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美林湖怡景湾,清城区,清城,8492,68
2室1厅1厨1卫,高楼层 (共18层),63.2㎡,暂无数据,暂无数据,塔楼,西南,钢混结构,精装,三梯十二户,有,70年,2019/5/7,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美林湖水镇K区,清城区,清城,7912,50
2室1厅1厨1卫,高楼层 (共23层),69㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯八户,有,70年,2019/6/21,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,北部万科城,清城区,龙塘,7682,53
3室2厅1厨1卫,高楼层 (共7层),97.96㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,三梯一户,有,50年,2019/7/13,商品房,暂无数据,商住两用,暂无数据,暂无数据,暂无数据,未上传房本照片,万邦中心,清城区,樵顺生活圈,8147,79.8
1室1厅1厨1卫,中楼层 (共17层),57.07㎡,暂无数据,暂无数据,板楼,东南,框架结构,精装,两梯六户,有,70年,2019/7/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,6659,38
3室2厅1厨2卫,高楼层 (共32层),93.7㎡,暂无数据,暂无数据,暂无数据,西北,钢混结构,毛坯,两梯五户,有,70年,2019/8/11,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,海港城,清城区,清城,8538,80
1室2厅1厨1卫,中楼层 (共17层),57.3㎡,暂无数据,暂无数据,板楼,西南,框架结构,精装,两梯六户,有,70年,2019/8/13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,嘉美小镇,清城区,龙塘,7330,42
1室1厅1厨1卫,低楼层 (共24层),56.8㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,两梯三十二户,有,70年,2019/8/15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,嘉馨商务名苑,清城区,新城,6691,38
1室1厅1厨1卫,低楼层 (共24层),56㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,两梯三十二户,有,70年,2019/8/15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,嘉馨商务名苑,清城区,新城,6786,38
2室1厅1厨1卫,中楼层 (共17层),63.89㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,三梯十二户,有,70年,2019/9/28,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,美林湖水镇K区,清城区,清城,8609,55
